,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
641,Eliza Pool Park,Park,4.2,144.0,"Park, Tourist attraction","Eliza Pool Park, 1600 Fayetteville St, Raleigh, NC 27603",Raleigh,USA,NC,,Nature,604.8000000000001,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
642,Downtown Raleigh,Historical landmark,4.5,134.0,"Historical landmark, Tourist attraction","Downtown Raleigh, 300 Fayetteville St, Raleigh, NC 27602",Raleigh,USA,NC,,Cultural,603.0,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
643,Blue Jay Point County Park,Park,4.8,134.0,"Park, Playground, Tourist attraction","Blue Jay Point County Park, 3200 Pleasant Union Church Rd, Raleigh, NC 27614",Raleigh,USA,NC,,Nature,643.1999999999999,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
644,The Big Field at Dix Park,Park,4.7,134.0,Park,"The Big Field at Dix Park, 101 Blair Dr, Raleigh, NC 27603",Raleigh,USA,NC,,Nature,629.8000000000001,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
645,Gregg Museum of Art & Design,Art museum,4.8,119.0,"Art museum, Museum, Tourist attraction","Gregg Museum of Art & Design, 1903 Hillsborough St, Raleigh, NC 27607",Raleigh,USA,NC,,Cultural,571.1999999999999,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
646,Longstreet Park,Park,4.3,102.0,"Park, Playground, Tourist attraction","Longstreet Park, 7334 Stuart Dr, Raleigh, NC 27615",Raleigh,USA,NC,,Nature,438.59999999999997,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
647,Isabella Cannon Park,Park,4.5,102.0,"Park, Tourist attraction","Isabella Cannon Park, 2601 Kilgore Ave, Raleigh, NC 27607",Raleigh,USA,NC,,Nature,459.0,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
648,Joel Lane Museum House,Museum,4.4,85.0,"Museum, Historical landmark, Non-profit organization, Tourist attraction","Joel Lane Museum House, 160 S St Mary's St, Raleigh, NC 27603",Raleigh,USA,NC,,Cultural,374.00000000000006,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
649,Mordecai Mini Park,Park,4.5,82.0,"Park, Playground, Tourist attraction","Mordecai Mini Park, 1122 N Blount St, Raleigh, NC 27604",Raleigh,USA,NC,,Nature,369.0,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
650,Pope House Museum,Museum,4.8,68.0,"Museum, Tourist attraction","Pope House Museum, 511 S Wilmington St, Raleigh, NC 27601",Raleigh,USA,NC,,Cultural,326.4,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
651,Prairie Ridge Ecostation,Park,4.9,66.0,"Park, Educational institution, Museum, Research institute, Tourist attraction","Prairie Ridge Ecostation, 1671 Gold Star Dr, Raleigh, NC 27607",Raleigh,USA,NC,,Nature,323.40000000000003,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
652,Nash Square,Park,4.5,597.0,"Park, Tourist attraction","Nash Square, 200 S McDowell St, Raleigh, NC 27601",Raleigh,USA,NC,,Nature,2686.5,4.69,"Asheville, Charlotte, Raleigh, Wilmington"
653,Boylan Bridge,Historical landmark,4.6,267.0,"Historical landmark, Scenic spot, Tourist attraction","Boylan Bridge, 234 S Boylan Ave, Raleigh, NC 27603",Raleigh,USA,NC,,Cultural,1228.1999999999998,4.68,"Asheville, Charlotte, Raleigh, Wilmington"
654,Jenkinson's Aquarium,Aquarium,4.6,4446.0,"Aquarium, Tourist attraction","Jenkinson's Aquarium, 300 Ocean Ave N, Point Pleasant Beach, NJ 08742",Dover,USA,NJ,,Entertainment,20451.6,4.41,Dover
655,Story Land,Amusement park,4.5,4279.0,"Amusement park, Children's amusement center, Children's party service, Event venue, Family service center, Park, Recreation center, Roller coaster, Theme park, Tourist attraction","Story Land, 850 NH-16, Glen, NH 03838",Dover,USA,NH,,Entertainment,19255.5,4.5,Dover
656,New Castle Battery Park,Park,4.7,3448.0,"Park, Tourist attraction","New Castle Battery Park, 1 Delaware St, New Castle, DE 19720",Dover,USA,DE,,Nature,16205.6,4.63,Dover
657,Atlantic City Aquarium,Aquarium,4.1,2757.0,"Aquarium, Tourist attraction","Atlantic City Aquarium, 800 N New Hampshire Ave, Atlantic City, NJ 08401",Dover,USA,NJ,,Entertainment,11303.699999999999,4.41,Dover
658,Palace Playland,Amusement park,4.2,2397.0,"Amusement park, Tourist attraction","Palace Playland, 1 Old Orchard St, Old Orchard Beach, ME 04064",Dover,USA,ME,,Entertainment,10067.4,4.2,"Bangor, Dover"
659,Brandywine Park,Park,4.6,2166.0,"Park, Tourist attraction","Brandywine Park, 1080 N Park Dr, Wilmington, DE 19802",Dover,USA,DE,,Nature,9963.599999999999,4.63,Dover
660,Air Mobility Command Museum,History museum,4.9,1856.0,"History museum, Tourist attraction","Air Mobility Command Museum, 1301 Heritage Rd, Dover AFB, DE 19902",Dover,USA,DE,,Cultural,9094.400000000001,4.78,Dover
661,Rehoboth Beach Boardwalk,Tourist attraction,4.7,1757.0,Tourist attraction,"Rehoboth Beach Boardwalk, 8 Rehoboth Ave, Rehoboth Beach, DE 19971",Dover,USA,DE,,Entertainment,8257.9,4.62,Dover
662,Real Pirates Salem,Museum,4.9,1246.0,"Museum, Amusement center, Exhibit, Gift shop, Historical landmark, Historical place museum, History museum, Local history museum, Tour operator, Tourist attraction","Real Pirates Salem, Charlotte Forten Park, 285 Derby St #5, Salem, MA 01970",Dover,USA,MA,,Cultural,6105.400000000001,4.68,"Boston, Dover, Worcester"
663,Jungle Jim's,Water park,4.5,1241.0,"Water park, Amusement center, Batting cage center, Miniature golf course, Tourist attraction","Jungle Jim's, 36944 Country Club Rd, Rehoboth Beach, DE 19971",Dover,USA,DE,,Entertainment,5584.5,4.62,Dover
664,Brecknock County Park,Park,4.7,1204.0,"Park, Tourist attraction","Brecknock County Park, 80 Old Camden Rd, Camden, DE 19934",Dover,USA,DE,,Nature,5658.8,4.63,Dover
665,Currier Museum of Art,Art museum,4.6,1152.0,"Art museum, Museum, Tourist attraction","Currier Museum of Art, 150 Ash St, Manchester, NH 03104",Dover,USA,NH,,Cultural,5299.2,4.56,Dover
666,Greeley Park,Park,4.6,1109.0,"Park, Tourist attraction","Greeley Park, 100 Concord St, Nashua, NH 03064",Dover,USA,NH,,Nature,5101.4,4.58,Dover
667,America's Stonehenge,Historical place museum,4.4,1000.0,"Historical place museum, Gift shop, Historical place, Historical landmark, Tourist attraction","America's Stonehenge, 105 Haverhill Rd, Salem, NH 03079",Dover,USA,NH,,Cultural,4400.0,4.56,Dover
668,Hedden Park,Park,4.7,962.0,"Park, Tourist attraction","Hedden Park, 124 Reservoir Ave, Randolph, NJ 07869",Dover,USA,NJ,,Nature,4521.400000000001,4.54,Dover
669,Henry Law Park,Park,4.5,919.0,"Park, Tourist attraction","Henry Law Park, 1 Washington St, Dover, NH 03820",Dover,USA,NH,,Nature,4135.5,4.58,Dover
670,Silver Lake Park,Park,4.4,877.0,"Park, Tourist attraction","Silver Lake Park, Washington St, Dover, DE 19901",Dover,USA,DE,,Nature,3858.8,4.63,Dover
671,Children's Museum of New Hampshire,Museum,4.6,866.0,"Museum, Non-profit organization, Tourist attraction","Children's Museum of New Hampshire, 6 Washington St, Dover, NH 03820",Dover,USA,NH,,Cultural,3983.6,4.56,Dover
672,Nickerson Beach Park,Park,4.4,836.0,"Park, Tourist attraction","Nickerson Beach Park, 880 Lido Blvd, Lido Beach, NY 11561",Dover,USA,NY,,Nature,3678.4,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
673,Madame Sherri Forest,National forest,4.7,706.0,"National forest, Park, Tourist attraction","Madame Sherri Forest, West Chesterfield, NH 03466",Dover,USA,NH,,Nature,3318.2000000000003,4.58,Dover
674,Mount Equinox Skyline Drive,Tourist attraction,4.5,597.0,"Tourist attraction, Gift shop, Scenic spot","Mount Equinox Skyline Drive, 42 Skyline Dr, Arlington, VT 05250",Dover,USA,VT,,Entertainment,2686.5,4.41,"Burlington, Dover"
675,Winding River Park,Park,4.5,571.0,"Park, Tourist attraction","Winding River Park, 50 NJ-37 W, Toms River, NJ 08753",Dover,USA,NJ,,Nature,2569.5,4.54,Dover
676,Tourne Park,Park,4.7,516.0,"Park, Tourist attraction","Tourne Park, 89 Norris Rd, Denville, NJ 07834",Dover,USA,NJ,,Nature,2425.2000000000003,4.54,Dover
677,Dover Stone Church,Tourist attraction,4.8,394.0,"Tourist attraction, Hiking area","Dover Stone Church, 3128 NY-22, Dover Plains, NY 12522",Dover,USA,NY,,Entertainment,1891.1999999999998,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
678,Biggs Museum of American Art,Art museum,4.6,285.0,"Art museum, Tourist attraction","Biggs Museum of American Art, 406 Federal St, Dover, DE 19901",Dover,USA,DE,,Cultural,1311.0,4.78,Dover
679,Washington's Headquarters Museum,Historical place museum,4.8,259.0,"Historical place museum, Historical place, Museum, Tourist attraction","Washington's Headquarters Museum, 30 Washington Pl, Morristown, NJ 07960",Dover,USA,NJ,,Cultural,1243.2,4.76,Dover
680,Delaware Agricultural Museum,Museum,4.7,225.0,"Museum, Non-profit organization, Tourist attraction","Delaware Agricultural Museum, 866 N Dupont Hwy, Dover, DE 19901",Dover,USA,DE,,Cultural,1057.5,4.78,Dover
681,Delaware Art Museum,Art museum,4.6,224.0,"Art museum, Cafe, Gift shop, Library, Non-profit organization, Tourist attraction","Delaware Art Museum, 2301 Kentmere Pkwy, Wilmington, DE 19806",Dover,USA,DE,,Cultural,1030.3999999999999,4.78,Dover
682,John Dickinson Plantation,Historical place museum,4.5,223.0,"Historical place museum, Tourist attraction","John Dickinson Plantation, 340 Kitts Hummock Rd, Dover, DE 19901",Dover,USA,DE,,Cultural,1003.5,4.78,Dover
683,Mt Kearsarge Indian Museum,Museum,4.7,221.0,"Museum, Tourist attraction","Mt Kearsarge Indian Museum, 18 Highlawn Rd, Warner, NH 03278",Dover,USA,NH,,Cultural,1038.7,4.56,Dover
684,Kip's Castle Park,Park,4.3,206.0,"Park, Tourist attraction","Kip's Castle Park, 22 Crestmont Rd, Verona, NJ 07044",Dover,USA,NJ,,Nature,885.8,4.54,Dover
685,Woodman Museum,Museum,4.8,158.0,"Museum, Archaeological museum, Art museum, Heritage museum, Historical landmark, History museum, Natural history museum, Science museum, Tourist attraction","Woodman Museum, 182 Central Ave, Dover, NH 03820",Dover,USA,NH,,Cultural,758.4,4.56,Dover
686,Dey Mansion Washington's Headquarters,Museum,4.7,144.0,"Museum, Historical landmark, Local history museum, Tourist attraction","Dey Mansion Washington's Headquarters, 199 Totowa Rd, Wayne, NJ 07470",Dover,USA,NJ,,Cultural,676.8000000000001,4.76,Dover
687,Hartley Mason Reserve,Park,4.7,139.0,"Park, Tourist attraction","Hartley Mason Reserve, 481 York St, York, ME 03909",Dover,USA,ME,,Nature,653.3000000000001,4.57,"Bangor, Dover"
688,The Old State House,Historical place museum,4.5,116.0,"Historical place museum, Tourist attraction","The Old State House, 25 The Green, Dover, DE 19901",Dover,USA,DE,,Cultural,522.0,4.78,Dover
689,Indian River Life-Saving Station Museum,Historical place museum,4.6,94.0,"Historical place museum, Tourist attraction","Indian River Life-Saving Station Museum, 25039 Coastal Hwy, Rehoboth Beach, DE 19971",Dover,USA,DE,,Cultural,432.4,4.78,Dover
690,Bellamy Park,Park,4.5,86.0,"Park, Tourist attraction","Bellamy Park, 23 Bellamy Rd, Dover, NH 03820",Dover,USA,NH,,Nature,387.0,4.58,Dover
691,Moffatt-Ladd House & Garden,Museum,4.6,79.0,"Museum, Historical landmark, Tourist attraction","Moffatt-Ladd House & Garden, 154 Market St, Portsmouth, NH 03801",Dover,USA,NH,,Cultural,363.4,4.56,Dover
692,Delaware State Police Museum,Museum,5.0,70.0,"Museum, Tourist attraction","Delaware State Police Museum, 1425 N Dupont Hwy, Dover, DE 19901",Dover,USA,DE,,Cultural,350.0,4.78,Dover
693,Woodburn: Governor's House,Historical landmark,4.4,70.0,"Historical landmark, Tourist attraction","Woodburn: Governor's House, 151 Kings Hwy SW, Dover, DE 19901",Dover,USA,DE,,Cultural,308.0,4.78,Dover
694,Charles River Peninsula,Tourist attraction,4.8,60.0,"Tourist attraction, Park","Charles River Peninsula, Fisher St, Needham, MA 02492",Dover,USA,MA,,Entertainment,288.0,4.45,"Boston, Dover, Worcester"
695,Military Park,Park,4.4,1763.0,"Park, Tourist attraction","Military Park, 51 Park Pl, Newark, NJ 07102",Dover,USA,NJ,,Nature,7757.200000000001,4.54,Dover
696,Castle Park,Park,4.6,672.0,"Park, Tourist attraction","Castle Park, 1511 N Bay Ave, Toms River, NJ 08753",Dover,USA,NJ,,Nature,3091.2,4.54,Dover
697,Hilton Park,Park,4.5,466.0,"Park, Tourist attraction","Hilton Park, Dover Point Rd, Dover, NH 03820",Dover,USA,NH,,Nature,2097.0,4.58,Dover
698,Schutte Park,Park,4.5,340.0,"Park, Tourist attraction","Schutte Park, 10 Electric Ave, Dover, DE 19904",Dover,USA,DE,,Nature,1530.0,4.63,Dover
699,Hurd Park,Park,4.6,273.0,"Park, Tourist attraction","Hurd Park, Dover, NJ 07801",Dover,USA,NJ,,Nature,1255.8,4.54,Dover
700,Robert Street Park,Park,4.6,113.0,"Park, Tourist attraction","Robert Street Park, 164 Robert St, Wharton, NJ 07885",Dover,USA,NJ,,Nature,519.8,4.54,Dover
701,Bellamy River Wildlife Management Area,Park,4.7,77.0,"Park, Tourist attraction","Bellamy River Wildlife Management Area, Old Garrison Rd, Dover, NH 03820",Dover,USA,NH,,Nature,361.90000000000003,4.58,Dover
702,The Children's Museum,Museum,4.7,1962.0,Museum,"The Children's Museum, 1301 Western Ave, Cincinnati, OH 45203",Cincinnati,USA,OH,,Cultural,9221.4,4.7,"Cincinnati, Cleveland, Columbus"
703,Cincinnati Zoo & Botanical Garden,Zoo,4.6,27552.0,"Zoo, Botanical garden, Tourist attraction","Cincinnati Zoo & Botanical Garden, 3400 Vine St, Cincinnati, OH 45220",Cincinnati,USA,OH,,Entertainment,126739.2,4.64,"Cincinnati, Cleveland, Columbus"
704,Newport Aquarium,Aquarium,4.5,17994.0,"Aquarium, Tourist attraction","Newport Aquarium, 1 Levee Wy, Newport, KY 41071",Cincinnati,USA,KY,,Entertainment,80973.0,4.5,"Cincinnati, Lexington, Louisville"
705,Cincinnati Museum Center,Museum,4.7,7639.0,"Museum, Children's museum, Heritage museum, Historical landmark, History museum, Local history museum, Museum of space history, Rail museum, Science museum, Tourist attraction","Cincinnati Museum Center, 1301 Western Ave, Cincinnati, OH 45203",Cincinnati,USA,OH,,Cultural,35903.3,4.7,"Cincinnati, Cleveland, Columbus"
706,Washington Park,Park,4.7,6172.0,"Park, Public parking space, Tourist attraction","Washington Park, 1230 Elm St, Cincinnati, OH 45202",Cincinnati,USA,OH,,Nature,29008.4,4.69,"Cincinnati, Cleveland, Columbus"
707,Cincinnati Art Museum,Art museum,4.8,6082.0,"Art museum, Museum, Tourist attraction, Wedding venue","Cincinnati Art Museum, 953 Eden Park Dr, Cincinnati, OH 45202",Cincinnati,USA,OH,,Cultural,29193.6,4.7,"Cincinnati, Cleveland, Columbus"
708,American Legacy Tours,Tourist attraction,5.0,3249.0,"Tourist attraction, Bus tour agency, Event management company, Sightseeing tour agency, Tour operator, Tourist information center","American Legacy Tours, 1332 Vine St, Cincinnati, OH 45202",Cincinnati,USA,OH,,Entertainment,16245.0,4.64,"Cincinnati, Cleveland, Columbus"
709,National Underground Railroad Freedom Center,Museum,4.7,3055.0,"Museum, National museum, Non-profit organization, Tourist attraction","National Underground Railroad Freedom Center, 50 E Freedom Way, Cincinnati, OH 45202",Cincinnati,USA,OH,,Cultural,14358.5,4.7,"Cincinnati, Cleveland, Columbus"
710,Ault Park,Park,4.8,3006.0,"Park, Garden, Hiking area, Picnic ground, Playground, Scenic spot, Tourist attraction, Wedding venue","Ault Park, 5090 Observatory Cir, Cincinnati, OH 45208",Cincinnati,USA,OH,,Nature,14428.8,4.69,"Cincinnati, Cleveland, Columbus"
711,Mt. Airy Forest,Park,4.6,2712.0,"Park, Botanical garden, Disc golf course, Dog park, Hiking area, Picnic ground, Playground, Tourist attraction","Mt. Airy Forest, 5083 Colerain Ave, Cincinnati, OH 45223",Cincinnati,USA,OH,,Nature,12475.199999999999,4.69,"Cincinnati, Cleveland, Columbus"
712,Sawyer Point Park,Park,4.7,2580.0,"Park, Playground, Tennis court, Tourist attraction, Volleyball court","Sawyer Point Park, 705 E Pete Rose Way, Cincinnati, OH 45202",Cincinnati,USA,OH,,Nature,12126.0,4.69,"Cincinnati, Cleveland, Columbus"
713,American Sign Museum,Museum,4.7,2572.0,"Museum, Event venue, Tourist attraction","American Sign Museum, 1330 Monmouth Ave, Cincinnati, OH 45225",Cincinnati,USA,OH,,Cultural,12088.4,4.7,"Cincinnati, Cleveland, Columbus"
714,Sawyer Point Park & Yeatman's Cove,Park,4.6,1640.0,"Park, Event venue, Live music venue, Playground, Tennis court, Tourist attraction, Volleyball court","Sawyer Point Park & Yeatman's Cove, 705 E Pete Rose Way, Cincinnati, OH 45202",Cincinnati,USA,OH,,Nature,7543.999999999999,4.69,"Cincinnati, Cleveland, Columbus"
715,Contemporary Arts Center,Art museum,4.6,1189.0,"Art museum, Art gallery, Museum, Performing arts theater, Tourist attraction","Contemporary Arts Center, 44 E 6th St, Cincinnati, OH 45202",Cincinnati,USA,OH,,Cultural,5469.4,4.7,"Cincinnati, Cleveland, Columbus"
716,T. M. Berry International Friendship Park,Park,4.6,874.0,"Park, Tourist attraction","T. M. Berry International Friendship Park, 1135 Riverside Dr, Cincinnati, OH 45202",Cincinnati,USA,OH,,Nature,4020.3999999999996,4.69,"Cincinnati, Cleveland, Columbus"
717,Taft Museum of Art,Art museum,4.7,842.0,"Art museum, Cafe, Historical landmark, Historical place museum, Tourist attraction","Taft Museum of Art, 316 Pike St, Cincinnati, OH 45202",Cincinnati,USA,OH,,Cultural,3957.4,4.7,"Cincinnati, Cleveland, Columbus"
718,William Howard Taft National Historic Site,Historical place museum,4.6,601.0,"Historical place museum, Historical place, Museum, Tourist attraction","William Howard Taft National Historic Site, 2038 Auburn Ave, Cincinnati, OH 45219",Cincinnati,USA,OH,,Cultural,2764.6,4.7,"Cincinnati, Cleveland, Columbus"
719,Bellevue Hill Park,Park,4.5,579.0,"Park, Tourist attraction","Bellevue Hill Park, Park Dr, Cincinnati, OH 45219",Cincinnati,USA,OH,,Nature,2605.5,4.69,"Cincinnati, Cleveland, Columbus"
720,Cincinnati Observatory,Observatory,4.8,539.0,"Observatory, Historical landmark, Tourist attraction","Cincinnati Observatory, 3489 Observatory Pl, Cincinnati, OH 45208",Cincinnati,USA,OH,,Nature,2587.2,4.69,"Cincinnati, Cleveland, Columbus"
721,Cincinnati Reds Hall of Fame and Museum,Museum,4.8,337.0,Museum,"Cincinnati Reds Hall of Fame and Museum, 100 Joe Nuxhall Wy, Cincinnati, OH 45202",Cincinnati,USA,OH,,Cultural,1617.6,4.7,"Cincinnati, Cleveland, Columbus"
722,Cincinnati Fire Museum,Museum,4.5,331.0,"Museum, Tourist attraction","Cincinnati Fire Museum, 315 W Court St, Cincinnati, OH 45202",Cincinnati,USA,OH,,Cultural,1489.5,4.7,"Cincinnati, Cleveland, Columbus"
723,Reptile House,Zoo,4.6,303.0,Zoo,"Reptile House, 3442 Vine St, Cincinnati, OH 45220",Cincinnati,USA,OH,,Entertainment,1393.8,4.64,"Cincinnati, Cleveland, Columbus"
724,Behringer-Crawford Museum,Museum,4.6,231.0,"Museum, Arts organization, Education center, History museum, Non-profit organization, Tourist attraction","Behringer-Crawford Museum, 1600 Montague Rd, Covington, KY 41011",Cincinnati,USA,KY,,Cultural,1062.6,4.7,"Cincinnati, Lexington, Louisville"
725,Piatt Park,Park,4.3,180.0,"Park, Tourist attraction","Piatt Park, 100 Garfield Pl, Cincinnati, OH 45202",Cincinnati,USA,OH,,Nature,774.0,4.69,"Cincinnati, Cleveland, Columbus"
726,Lucky Cat Museum by appt.,Museum,4.8,165.0,"Museum, Tourist attraction","Lucky Cat Museum by appt., 2511 Essex Pl, Cincinnati, OH 45206",Cincinnati,USA,OH,,Cultural,792.0,4.7,"Cincinnati, Cleveland, Columbus"
727,Hippo Cove,Tourist attraction,4.9,153.0,Tourist attraction,"Hippo Cove, 3489 Dury Ave, Cincinnati, OH 45229",Cincinnati,USA,OH,,Entertainment,749.7,4.64,"Cincinnati, Cleveland, Columbus"
728,Harriet Beecher Stowe House,Historical place museum,4.7,143.0,"Historical place museum, Museum, Tourist attraction","Harriet Beecher Stowe House, 2950 Gilbert Ave, Cincinnati, OH 45206",Cincinnati,USA,OH,,Cultural,672.1,4.7,"Cincinnati, Cleveland, Columbus"
729,Lytle Park,Park,4.5,133.0,"Park, Tourist attraction","Lytle Park, 501 E 4th St, Cincinnati, OH 45202",Cincinnati,USA,OH,,Nature,598.5,4.69,"Cincinnati, Cleveland, Columbus"
730,Sing the Queen City Sign,Tourist attraction,4.6,120.0,Tourist attraction,"Sing the Queen City Sign, 25 E Freedom Way, Cincinnati, OH 45202",Cincinnati,USA,OH,,Entertainment,552.0,4.64,"Cincinnati, Cleveland, Columbus"
731,Olden View Park,Park,4.7,114.0,"Park, Scenic spot, Tourist attraction","Olden View Park, 2610 W 8th St, Cincinnati, OH 45204",Cincinnati,USA,OH,,Nature,535.8000000000001,4.69,"Cincinnati, Cleveland, Columbus"
